,juncType,pipeline_purpose_id,simple_part_id,part_L,part_id,rs_schema_id,schema_id,pipeline_id,node_id_end,node_id_start,L,simple_part_creation_date,node_name_start,altitude_start,node_type_start,X_start,Y_start,node_name_end,altitude_end,node_type_end,D,S,thread_number,part_inuse_date,mestor_name,uphillM,startIsSource,VolumeWater,startKind,startValue,endIsOutlet,endKind,endValue,startP,startT,endP,endT,effectiveD,intD,roughness,sourceByCount,outletByCount
50,pipe,HC0002,1750019651,1922,1750017406,1750000894,1750000894,1750007301,1750022121,1750023753,1922,1273237300000,к.10 ,86.7,1,464182.123651095,6573760.03152913,вр. к.19,84.8,3,114,8,1,1297544400000,Тайлаковское,-1.90000000000001,True,,P,15,False,,,,,,,0.85,0.098,1E-05,True,False
51,pipe,HC0002,1750022997,7568,1750020512,1750000894,1750000894,1750006836,1750022333,1750023998,7568,1320669269000,к.39 ,58.5,1,434000.77,6575351.81,т.вр.к59,60.1,3,159,10,1,1304452800000,Тайлаковское,1.6,True,,P,15,False,,,,,,,0.85,0.139,1E-05,True,False
52,pipe,HC0002,1750020118,1478,1750017852,1750000894,1750000894,1750006835,1750022126,1750022403,1478,1275651699000,т.вр.к36,65.5,3,459032.18,6564570.71,"т.вр. к9, к36",63.7,3,219,10,1,1305921600000,Тайлаковское,-1.8,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
53,pipe,HC0002,1750027889,2648,1750017410,1750000894,1750000894,1750006835,1750022122,1750022127,2648,1431009690000,вр. к.35,68.3,3,461339.602916068,6566982.19619557,уз.УДР-1,81.9,3,219,10,1,1225314000000,Тайлаковское,13.6,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
54,pipe,HC0002,1750020064,2959,1750017799,1750000894,1750000894,1750006836,1750038106,1750022351,2959,1275396469000,т.вр.к68,63.8,3,450288.199192269,6566720.30762156,т.вр.к.63,68.2,3,325,8,1,1277323200000,Тайлаковское,4.40000000000001,False,,,,False,,,,,,,0.85,0.309,1E-05,False,False
55,pipe,HC0002,1750027957,1989,1750017789,1750000894,1750000894,1750006836,1750022351,1750022349,1989,1431087301000,т.вр.к69,63.2,3,448589.85,6565938.72,т.вр.к68,63.8,3,273,8,1,1277323200000,Тайлаковское,0.599999999999994,False,,,,False,,,,,,,0.85,0.257,1E-05,False,False
56,pipe,HC0002,1750020054,2060,1750017789,1750000894,1750000894,1750006836,1750022343,1750022342,2060,1275395229000,т.вр.к54,60.9,3,444481.207431562,6570123.46969358,т.вр.к56,61.2,3,273,8,1,1277323200000,Тайлаковское,0.300000000000004,False,,,,False,,,,,,,0.85,0.257,1E-05,False,False
57,pipe,HC0002,1750036049,600,1750017772,1750000894,1750000894,1750006836,1750022329,1750044306,600,1487246968000,ЗКЛ№98,79.1,3,454255.864898268,6571457.07722841,т.вр.к49,82.2,3,273,8,1,1270929600000,Тайлаковское,3.10000000000001,False,,,,False,,,,,,,0.85,0.257,1E-05,False,False
58,pipe,HC0002,1750020038,25,1750017773,1750000894,1750000894,1750006836,1750022330,1750027997,25,1275053221000,к.49 ,93,1,453895.526181949,6577968.56634946,уз.к49,92.2,3,159,8,1,1356984000000,Тайлаковское,-0.799999999999997,False,,,,False,,,,,,,0.85,0.143,1E-05,False,False
59,pipe,HC0002,1750020042,4001,1750017777,1750000894,1750000894,1750006836,1750022140,1750022329,4001,1275053565000,т.вр.к49,82.2,3,454718.413081327,6571090.5011788,уз.к33,82.3,3,426,8,1,1270929600000,Тайлаковское,0.099999999999994,False,,,,False,,,,,,,0.85,0.41,1E-05,False,False
60,pipe,HC0002,1750020111,25,1750017845,1750000894,1750000894,1750007301,1750022399,1750027136,25,1275650126000,к.8 ,82.83,1,466124.2,6569835.78,уз.к8,80.3,3,114,10,1,1352923200000,Тайлаковское,-2.53,True,,P,15,False,,,,,,,0.85,0.094,1E-05,True,False
61,pipe,HC0002,1750031032,1195,1750026882,1750000894,1750000894,1750006836,1750038106,1750022355,1195,1458911621000,"т.вр. к.63,65",70,3,452177.89,6569384.93,т.вр.к.63,68.2,3,219,8,1,1433883600000,Тайлаковское,-1.8,False,,,,False,,,,,,,0.85,0.203,1E-05,False,False
62,pipe,HC0002,1750026223,2200,1750023214,1750000894,1750000894,1750007301,1750022117,1750028219,2200,1412772948000,к.94 ,83.51,1,467950.050789547,6571059.19914044,уз.к7,83.2,3,159,8,1,1368820800000,Тайлаковское,-0.310000000000002,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
63,pipe,HC0002,1750031029,2088,1750017799,1750000894,1750000894,1750006836,1750022358,1750038106,2088,1458905996000,т.вр.к.63,68.2,3,452785.898518595,6568454.51588638,т.вр.к62,69.3,3,325,8,1,1277323200000,Тайлаковское,1.09999999999999,False,,,,False,,,,,,,0.85,0.309,1E-05,False,False
64,pipe,HC0002,1751043250,502,1751036042,1750000894,1750000894,1750006836,1751061520,1751058780,502,1548758889000,к.41 Б,97.22,1,450678.04,6574595.4,т.вр.к.41б,101.3,3,159,8,1,1550005200000,Тайлаковское,4.08,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
65,pipe,HC0002,1750020037,9290,1750017772,1750000894,1750000894,1750006836,1750044306,1750022327,9290,1275053162000,т.вр.к41,92.6,3,449883.66,6574051.38,ЗКЛ№98,79.1,3,273,8,1,1270929600000,Тайлаковское,-13.5,False,,,,False,,,,,,,0.85,0.257,1E-05,False,False
66,pipe,HC0002,1750038731,460,1750032562,1750000894,1750000894,1750008987,1750047219,1750043166,460,1509107519000,к.134 ,66,1,464413.37,6568258.65,вр. к.134,65.3,3,159,8,1,1496264400000,Тайлаковское,-0.700000000000003,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
67,pipe,HC0002,1750027890,2326,1750017410,1750000894,1750000894,1750006835,1750022127,1750022126,2326,1431010393000,"т.вр. к9, к36",63.7,3,460485.17,6564800.79,вр. к.35,68.3,3,219,10,1,1225314000000,Тайлаковское,4.59999999999999,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
68,pipe,HC0002,1750020112,1244,1750017846,1750000894,1750000894,1750007301,1750022121,1750030660,1244,1275650275000,к.19 ,83.66,1,462598.231887974,6572486.89302653,вр. к.19,84.8,3,114,10,1,1388520000000,Тайлаковское,1.14,True,,P,15,False,,,,,,,0.85,0.094,1E-05,True,False
69,pipe,HC0002,1750027965,1421,1750017804,1750000894,1750000894,1750006836,1750022358,1750022359,1421,1431410537000,уз.вр.к.62Б,66.3,3,454667.943240934,6567342.70882294,т.вр.к62,69.3,3,159,10,1,1268600400000,Тайлаковское,3,False,,,,False,,,,,,,0.85,0.139,1E-05,False,False
70,pipe,HC0002,1750019669,596,1750017424,1750000894,1750000894,1750006836,1750022134,1750021517,596,1273240838000,к.42 ,85.9,1,458751.401904322,6572903.34839721,т.вр.к42,85,3,159,10,1,1270929600000,Тайлаковское,-0.900000000000006,False,,,,False,,,,,,,0.85,0.139,1E-05,False,False
71,pipe,HC0002,1750019664,2000,1750017419,1750000894,1750000894,1750006836,1750043786,1750021872,2000,1273240218000,к.60 ,89.2,1,459516.73395893,6576276.58184169,т.вр.к.93,85.2,3,159,10,1,1270929600000,Тайлаковское,-4,True,,P,15,False,,,,,,,0.85,0.139,1E-05,True,False
72,pipe,HC0002,1750027969,150,1750017409,1750000894,1750000894,1750007301,1750022320,1750034308,150,1431412797000,т.вр.к.6,83,3,462828.355883732,6569896.2085844,уз.ЗКЛD273,82,3,273,10,1,1215720000000,Тайлаковское,-1,False,,,,False,,,,,,,0.85,0.253,1E-05,False,False
73,pipe,HC0002,1750035236,329,1750030025,1750000894,1750000894,1750007301,1750022399,1750037546,329,1484313883000,к.8 Б,83,1,466252.61,6569976.53,уз.к8,80.3,3,159,8,1,1464123600000,Тайлаковское,-2.7,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
74,pipe,HC0002,1750023016,1450,1750020531,1750000894,1750000894,1750006836,1750022078,1750025496,1450,1320727846000,уз.№15(р-он УДР-2),78.3,3,461532.215840075,6568625.0874924,ДНС -2 Тайлаковского,82.1,7,530,8,1,1285272000000,Тайлаковское,3.8,False,,,,True,P,4.8,,,,,0.85,0.514,1E-05,False,True
75,pipe,HC0002,1750038730,3286,1750017423,1750000894,1750000894,1750008987,1750022132,1750047219,3286,1509107472000,вр. к.134,65.3,3,464783.72,6568419.64,уз.УДР-2,78.5,3,159,10,1,1241640000000,Тайлаковское,13.2,False,,,,False,,,,,,,0.85,0.139,1E-05,False,False
76,pipe,HC0002,1750019770,3,1750017525,1750000894,1750000894,1750006835,1750022124,1750018916,3,1273671213000,к.5 ,64.5,1,460552.07,6564267.13,уз.к5,64.3,3,159,10,1,1225314000000,Тайлаковское,-0.200000000000003,True,,P,15,False,,,,,,,0.85,0.139,1E-05,True,False
77,pipe,HC0002,1750033249,370,1750028461,1750000894,1750000894,1750006836,1750022331,1750029742,370,1473768203000,к.57 ,87.67,1,455919.094256474,6574710.78537059,т.вр.к57,86.5,3,219,8,1,1424379600000,Тайлаковское,-1.17,True,,P,15,False,,,,,,,0.85,0.203,1E-05,True,False
78,pipe,HC0002,1750041891,1241,1750030069,1750000894,1750000894,1750007301,1750022122,1750022322,1241,1536822055000,уз.ЗКЛD325,71.5,3,462659.60529946,6569892.70914043,уз.УДР-1,81.9,3,325,8,1,1479243600000,Тайлаковское,10.4,False,,,,False,,,,,,,0.85,0.309,1E-05,False,False
79,pipe,HC0002,1750027952,3852,1750024636,1750000894,1750000894,1750006836,1750022329,1750022331,3852,1431080681000,т.вр.к57,86.5,3,455708.392768373,6574515.37561901,т.вр.к49,82.2,3,325,8,1,1431205200000,Тайлаковское,-4.3,False,,,,False,,,,,,,0.85,0.309,1E-05,False,False
80,pipe,HC0002,1750019665,169,1750017420,1750000894,1750000894,1750006836,1750022136,1750021358,169,1273240454000,к.20 ,82.1,1,460040.074301557,6570687.90890365,т.вр.н/с к.60,82.3,3,114,8,1,1270929600000,Тайлаковское,0.200000000000003,True,,P,15,False,,,,,,,0.85,0.098,1E-05,True,False
81,pipe,HC0002,1750020055,250,1750017790,1750000894,1750000894,1750006836,1750022343,1750021778,250,1275395268000,к.56 ,63.65,1,443813.72,6568461.02,т.вр.к56,61.2,3,159,10,1,1276545600000,Тайлаковское,-2.45,True,,P,15,False,,,,,,,0.85,0.139,1E-05,True,False
82,pipe,HC0002,1750027954,1986,1750017785,1750000894,1750000894,1750006836,1750022342,1750022339,1986,1431086480000,т.вр.к51,63,3,442926.921122992,6571137.21405715,т.вр.к54,60.9,3,219,8,1,1277323200000,Тайлаковское,-2.1,False,,,,False,,,,,,,0.85,0.203,1E-05,False,False
83,pipe,HC0002,1750035237,226,1750030026,1750000894,1750000894,1750006836,1750021517,1750040326,226,1484314710000,к.42 Б,86,1,458567.608071516,6572784.28181616,к.42 ,85.9,1,159,8,1,1469307600000,Тайлаковское,-0.099999999999994,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
84,pipe,HC0002,1750027885,2155,1750017857,1750000894,1750000894,1750007301,1750022118,1750022117,2155,1431007080000,уз.к7,83.2,3,465865.673515049,6571476.85638191,уз.к.8,81.1,3,219,10,1,1219780800000,Тайлаковское,-2.10000000000001,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
85,pipe,HC0002,1750027948,478,1750017860,1750000894,1750000894,1750006954,1750022129,1750022139,478,1431078310000,уз.к32,84,3,455549.452704161,6570450.04583002,т.вр.к32,83.2,3,219,10,1,1242590400000,Тайлаковское,-0.799999999999997,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
86,pipe,HC0002,1750020051,2061,1750017786,1750000894,1750000894,1750006836,1750022339,1750021972,2061,1275395067000,к.51 ,67.5,1,443289.32,6572790.75,т.вр.к51,63,3,159,10,1,1275163200000,Тайлаковское,-4.5,True,,P,15,False,,,,,,,0.85,0.139,1E-05,True,False
87,pipe,HC0002,1751045917,242,1751038209,1750000894,1750000894,1750006836,1750021557,1751062020,242,1580823710000,к.46 Б,64.4,1,443765.64,6577874.75,к.46 ,65.2,1,159,8,1,1579813200000,Тайлаковское,0.799999999999997,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
88,pipe,HC0002,1750020057,2140,1750017792,1750000894,1750000894,1750006836,1750022345,1750021562,2140,1275395846000,к.75 ,62.3,1,444583.048496373,6565790.02677035,т.вр.к75,61.8,3,159,10,1,1277582400000,Тайлаковское,-0.5,True,,P,15,False,,,,,,,0.85,0.139,1E-05,True,False
89,pipe,HC0002,1751043254,2208,1751036046,1750000894,1750000894,1750006835,1750022127,1751059119,2208,1548760450000,к.87 ,65.1,1,463145.4,6566372.38,вр. к.35,68.3,3,159,8,1,1554584400000,Тайлаковское,3.2,True,,P,15,False,,,,,,,0.85,0.143,1E-05,True,False
90,pipe,HC0002,1750027906,484,1750024596,1750000894,1750000894,1750006836,1750022140,1750028356,484,1431069313000,к.33 Б,85.3,1,457819.194784564,6569134.73789594,уз.к33,82.3,3,114,8,1,1356984000000,Тайлаковское,-3,True,,P,15,False,,,,,,,0.85,0.098,1E-05,True,False
91,pipe,HC0002,1750020120,499,1750017854,1750000894,1750000894,1750006835,1750022127,1750023053,499,1275651858000,к.35 ,69.5,1,461760.797887034,6567059.67743545,вр. к.35,68.3,3,114,10,1,1285272000000,Тайлаковское,-1.2,True,,P,15,False,,,,,,,0.85,0.094,1E-05,True,False
92,pipe,HC0002,1750035349,1181,1750030140,1750000894,1750000894,1750006836,1750025496,1750022334,1181,1484741888000,т.вр.н/с к.46,84.2,3,460494.029020232,6568620.16411921,уз.№15(р-он УДР-2),78.3,3,426,8,1,1474146000000,Тайлаковское,-5.90000000000001,False,,,,False,,,,,,,0.85,0.41,1E-05,False,False
93,pipe,HC0002,1750023015,92,1750020530,1750000894,1750000894,1750006836,1750022132,1750025496,92,1320727811000,уз.№15(р-он УДР-2),78.3,3,461532.215840075,6568625.0874924,уз.УДР-2,78.5,3,219,10,1,1285272000000,Тайлаковское,0.200000000000003,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
94,pipe,HC0002,1750039318,818,1750033009,1750000894,1750000894,1750008987,1750047219,1750019875,818,1513251235000,к.34 ,64.73,1,465109.41,6567989.01,вр. к.134,65.3,3,159,8,1,1540414800000,Тайлаковское,0.569999999999993,False,,,,False,,,,,,,0.85,0.143,1E-05,False,False
95,pipe,HC0002,1750020035,2250,1750017770,1750000894,1750000894,1750006836,1750022326,1750022321,2250,1275053068000,т.вр.к47,82.9,3,446542.64525986,6575457.27229672,уз.к.53,81.6,3,219,8,1,1270929600000,Тайлаковское,-1.30000000000001,False,,,,False,,,,,,,0.85,0.203,1E-05,False,False
96,pipe,HC0002,1750026222,3295,1750023213,1750000894,1750000894,1750007301,1750022121,1750031680,3295,1412772768000,"вр. к.86,к.89",85,3,464778.887869611,6575011.06837831,вр. к.19,84.8,3,159,8,1,1363291200000,Тайлаковское,-0.200000000000003,False,,,,False,,,,,,,0.85,0.143,1E-05,False,False
97,pipe,HC0002,1750036048,1635,1750017860,1750000894,1750000894,1750006954,1750022139,1750044306,1635,1487246908000,ЗКЛ№98,79.1,3,454255.864898268,6571457.07722841,уз.к32,84,3,219,10,1,1242590400000,Тайлаковское,4.90000000000001,False,,,,False,,,,,,,0.85,0.199,1E-05,False,False
98,pipe,HC0002,1750037473,3737,1750017773,1750000894,1750000894,1750006836,1750022331,1750022330,3737,1498118314000,уз.к49,92.2,3,454020.453145613,6577761.16979826,т.вр.к57,86.5,3,159,8,1,1356984000000,Тайлаковское,-5.7,False,,,,False,,,,,,,0.85,0.143,1E-05,False,False
99,pipe,HC0002,1750020043,2623,1750017778,1750000894,1750000894,1750006836,1750022136,1750022134,2623,1275053788000,т.вр.к42,85,3,459337.961094803,6573011.80602655,т.вр.н/с к.60,82.3,3,219,8,1,1270929600000,Тайлаковское,-2.7,False,,,,False,,,,,,,0.85,0.203,1E-05,False,False
100,pipe,HC0002,1750031030,476,1750026880,1750000894,1750000894,1750006836,1750022351,1750025776,476,1458909735000,к.68 ,65.1,1,450179.759831902,6567185.80720827,т.вр.к68,63.8,3,114,8,1,1435870800000,Тайлаковское,-1.3,True,,P,15,False,,,,,,,0.85,0.098,1E-05,True,False
101,pipe,HC0002,1750027956,2755,1750017789,1750000894,1750000894,1750006836,1750022349,1750022345,2755,1431086909000,т.вр.к75,61.8,3,446115.940184712,6567157.31646399,т.вр.к69,63.2,3,273,8,1,1277323200000,Тайлаковское,1.40000000000001,False,,,,False,,,,,,,0.85,0.257,1E-05,False,False
102,pipe,HC0002,1750027958,3002,1750017799,1750000894,1750000894,1750006836,1750022140,1750022358,3002,1431087498000,т.вр.к62,69.3,3,454666.944344551,6568751.19519852,уз.к33,82.3,3,325,8,1,1277323200000,Тайлаковское,13,False,,,,False,,,,,,,0.85,0.309,1E-05,False,False
